Ticker,NFLX,NFLX,NFLX,NFLX,NFLX,NFLX,SONY,SONY,SONY,SONY,SONY,SONY,DIS,DIS,DIS,DIS,DIS,DIS,SQNXF,SQNXF,SQNXF,SQNXF,SQNXF,SQNXF,NTDOY,NTDOY,NTDOY,NTDOY,NTDOY,NTDOY
Price,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-02 00:00:00+00:00,52.40142822265625,52.51142883300781,51.5428581237793,51.83142852783203,51.83142852783203,12325600,3.4660000801086426,3.4779999256134033,3.4159998893737793,3.431999921798706,2.945810556411743,13127000,76.04000091552734,76.5,75.9000015258789,76.2699966430664,69.6431884765625,5200900,17.6299991607666,17.6299991607666,17.6299991607666,17.6299991607666,15.835082054138184,0,3.3239998817443848,3.3559999465942383,3.309999942779541,3.309999942779541,3.309999942779541,160500
2014-01-03 00:00:00+00:00,52.0,52.49571228027344,51.842857360839844,51.871429443359375,51.871429443359375,10817100,3.441999912261963,3.4519999027252197,3.4240000247955322,3.436000108718872,2.9492435455322266,4642000,76.30000305175781,76.69999694824219,76.01000213623047,76.11000061035156,69.4970932006836,4060700,17.6299991607666,17.6299991607666,17.6299991607666,17.6299991607666,15.835082054138184,0,3.3580000400543213,3.3580000400543213,3.2980000972747803,3.3239998817443848,3.3239998817443848,120000
2014-01-06 00:00:00+00:00,51.88999938964844,52.04428482055664,50.47571563720703,51.36714172363281,51.36714172363281,15501500,3.4600000381469727,3.497999906539917,3.4539999961853027,3.4600000381469727,2.969843864440918,11781500,76.52999877929688,76.83999633789062,75.48999786376953,75.81999969482422,69.23229217529297,6816200,17.739999771118164,17.809999465942383,17.739999771118164,17.809999465942383,15.996759414672852,300,3.384000062942505,3.4040000438690186,3.375999927520752,3.4019999504089355,3.4019999504089355,354500
2014-01-07 00:00:00+00:00,49.68428421020508,49.698570251464844,48.15285873413086,48.5,48.5,36167600,3.4719998836517334,3.4760000705718994,3.440000057220459,3.4639999866485596,2.9732775688171387,17191500,76.12000274658203,76.69999694824219,75.9000015258789,76.33999633789062,69.70710754394531,4494900,17.809999465942383,17.809999465942383,17.809999465942383,17.809999465942383,15.996759414672852,0,3.4100000858306885,3.440000057220459,3.4100000858306885,3.430000066757202,3.430000066757202,153000
2014-01-08 00:00:00+00:00,48.104286193847656,49.42571258544922,48.07428741455078,48.71285629272461,48.71285629272461,20001100,3.4800000190734863,3.6640000343322754,3.4519999027252197,3.6500000953674316,3.132927894592285,42864500,76.12999725341797,76.27999877929688,74.80999755859375,75.22000122070312,68.6844253540039,10900300,17.809999465942383,17.809999465942383,17.809999465942383,17.809999465942383,15.996759414672852,0,3.7720000743865967,3.7799999713897705,3.7239999771118164,3.7320001125335693,3.7320001125335693,696500
2014-01-09 00:00:00+00:00,48.82428741455078,49.13999938964844,47.85714340209961,48.150001525878906,48.150001525878906,17007200,3.631999969482422,3.638000011444092,3.5959999561309814,3.615999937057495,3.1037442684173584,13011000,75.45999908447266,75.45999908447266,74.31999969482422,74.9000015258789,68.3922348022461,8052900,17.809999465942383,17.809999465942383,17.809999465942383,17.809999465942383,15.996759414672852,0,3.6619999408721924,3.6619999408721924,3.6419999599456787,3.6500000953674316,3.6500000953674316,572500
2014-01-10 00:00:00+00:00,48.29571533203125,48.37714385986328,47.218570709228516,47.448570251464844,47.448570251464844,16237900,3.5460000038146973,3.565999984741211,3.49399995803833,3.559999942779541,3.0556774139404297,17033500,75.08000183105469,75.51000213623047,74.55999755859375,75.38999938964844,68.83963775634766,6219000,17.809999465942383,17.809999465942383,17.809999465942383,17.809999465942383,15.996759414672852,0,3.818000078201294,3.818000078201294,3.7820000648498535,3.7899999618530273,3.7899999618530273,524500
2014-01-13 00:00:00+00:00,47.30428695678711,49.810001373291016,47.30428695678711,48.11571502685547,48.11571502685547,27237000,3.5360000133514404,3.553999900817871,3.502000093460083,3.509999990463257,3.0127601623535156,24355000,74.9000015258789,75.12999725341797,73.05000305175781,73.2699966430664,66.90386199951172,8232800,17.809999465942383,17.809999465942383,17.809999465942383,17.809999465942383,15.996759414672852,0,3.828000068664551,3.8299999237060547,3.7799999713897705,3.7820000648498535,3.7820000648498535,317500
